name,bpp,profile,real/fake,time(sec)
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100371.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100381.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100391.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100401.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100411.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100421.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100431.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100441.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100451.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100461.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100471.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100481.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100491.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100501.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100511.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100521.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100531.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100541.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100551.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100561.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100571.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100581.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100591.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100601.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100611.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100621.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100631.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100641.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100651.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100661.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100671.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100681.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100691.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100701.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100711.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100721.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100731.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100741.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100751.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100761.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100771.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100781.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100791.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100801.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100811.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100821.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100831.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100841.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100851.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100861.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100871.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100881.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100891.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100901.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100911.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00100921.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101001.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101015.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101101.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101115.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101201.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101215.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101301.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101315.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101401.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101415.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101501.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101515.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101601.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101615.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101701.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101715.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101801.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101815.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101901.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00101915.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102001.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102015.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102101.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102115.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102201.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102215.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102301.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102315.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102401.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102415.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102501.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102515.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102601.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102615.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102701.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102715.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102801.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102815.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102901.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00102915.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103001.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103015.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103101.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103115.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103201.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103215.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103301.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103315.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103401.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103415.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103501.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103515.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103601.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103615.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103701.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103715.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103801.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103815.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103901.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00103915.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104001.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104015.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104101.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104115.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104201.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104215.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104301.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104315.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104401.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104415.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104501.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104515.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104601.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104615.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104701.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104715.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104801.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104815.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104901.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00104915.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105001.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105015.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105101.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105115.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105201.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105215.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105301.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105315.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105401.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105415.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105501.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105515.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105601.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105615.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105701.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105715.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105801.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105815.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105901.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00105915.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00106001.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00106015.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00106101.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00106115.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00106201.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00106215.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00106301.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/0_real/00106315.png,12,simple,real,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100019_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100033_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100119_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100133_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100219_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100233_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100319_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100333_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100419_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100433_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100519_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100533_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100619_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100633_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100719_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100733_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100819_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100833_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100919_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/100933_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101019_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101033_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101119_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101133_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101219_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101233_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101319_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101333_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101419_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101433_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101519_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101533_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101619_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101633_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101719_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101733_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101819_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101833_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101919_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/101933_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102019_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102033_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102119_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102133_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102219_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102233_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102319_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102333_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102419_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102433_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102519_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102533_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102619_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102633_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102719_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102733_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102819_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102833_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102919_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/102933_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103019_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103033_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103119_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103133_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103219_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103233_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103319_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103333_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103419_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103433_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103519_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103533_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103619_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103633_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103719_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103733_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103819_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103833_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103919_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/103933_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104019_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104033_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104119_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104133_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104219_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104233_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104319_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104333_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104419_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104433_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104519_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104533_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104619_output.png,12,simple,fake,
../CNNDetection/dataset/test/compressed_images/bpp12/crn/1_fake/104633_output.png,12,simple,fake,
